AccNo,Type,PhoneNo,CallTime,During_in_secs
SA-0220-61-46,L,80738080,2012-10-01 12:08:17,2920
SA-0107-05-98,L,83373549,2011-09-11 04:38:03,1376
SA-0222-28-58,L,86230223,2012-09-09 20:19:26,1254
SA-0290-06-89,L,81980530,2011-11-08 02:19:27,2970
SA-0261-41-34,L,84351888,2012-05-09 10:11:28,1662
SA-0210-42-47,L,83737887,2011-10-06 00:19:27,929
SA-0401-55-12,L,84366377,2011-08-12 05:44:24,1451
SA-0155-74-77,L,89167372,2012-11-19 22:52:49,2090
SA-0414-20-79,L,84715685,2012-09-21 01:27:58,1236
SA-0290-06-89,L,88909888,2011-12-01 22:38:56,611
SA-0187-35-19,L,83290749,2012-03-16 01:15:04,2914
SA-0050-81-89,L,87461119,2012-01-11 23:40:08,776
SA-0080-84-93,L,85774688,2011-09-15 04:04:23,3429
SA-0155-74-77,L,81485996,2011-10-13 19:29:24,2306
SA-0080-84-93,L,88176689,2012-06-12 10:45:18,484
SA-0263-79-37,L,89773518,2012-10-10 10:47:42,361
SA-0055-36-68,L,85352720,2011-04-06 09:41:52,785
SA-0112-53-34,L,80518076,2012-08-08 01:00:01,2492
SA-0261-41-34,L,89202334,2011-04-22 11:12:53,1262
SA-0339-42-22,L,81792494,2011-03-18 10:21:23,2387
SA-0107-05-98,L,83997583,2012-12-16 17:12:59,2778
SA-0249-45-54,L,83739296,2011-02-21 11:08:30,3545
SA-0147-43-82,L,87137492,2011-11-05 03:17:27,116
SA-0339-42-22,L,82704575,2012-04-06 10:11:44,1125
SA-0343-60-69,L,84463891,2011-05-25 22:05:57,1766
SA-0155-74-77,L,80607449,2011-07-31 23:54:52,1875
SA-0147-43-82,L,84295896,2012-12-22 16:49:19,2720
SA-0261-41-34,L,86327795,2012-04-02 03:42:55,999
SA-0252-71-33,L,88835230,2011-04-13 09:06:48,1692
SA-0185-10-64,L,86815638,2012-10-07 11:39:59,2160
SA-0144-10-84,L,84052131,2012-09-27 02:30:16,846
SA-0210-42-47,L,80763554,2011-06-27 11:45:21,382
SA-0414-20-79,L,87908318,2012-07-24 00:42:26,2659
SA-0361-84-31,L,88362724,2012-09-29 01:31:02,3381
SA-0151-98-79,L,87534516,2011-03-13 17:43:07,1229
SA-0401-55-12,L,81162822,2012-04-21 05:45:23,3197
SA-0114-12-73,L,86773693,2011-02-02 19:49:59,3039
SA-0033-12-88,L,88865762,2012-09-15 21:45:09,317
SA-0187-35-19,L,81512913,2012-09-04 19:42:44,2059
SA-0290-06-89,L,82611464,2012-12-19 12:02:29,3437
SA-0147-43-82,L,83398808,2011-05-10 11:01:04,2372
SA-0343-60-69,L,86773249,2012-04-20 05:04:57,397
SA-0261-41-34,L,88343492,2012-06-18 08:36:33,2917
SA-0080-84-93,L,86011937,2012-05-26 06:28:54,1934
SA-0263-79-37,L,87044125,2011-11-06 21:17:12,2815
SA-0063-02-33,L,87234333,2012-02-03 04:34:06,512
SA-0144-10-84,L,87540894,2012-08-06 19:26:22,177
SA-0210-42-47,L,84840174,2012-09-19 02:30:22,182
SA-0185-59-07,L,80439475,2012-06-24 09:59:33,2874
SA-0080-84-93,L,80576719,2011-01-21 22:50:48,228
SA-0151-98-79,L,87210371,2012-05-02 01:03:25,955
SA-0261-41-34,L,86309653,2012-05-10 11:31:55,1939
SA-0261-41-34,L,87537627,2011-05-20 09:15:52,1352
SA-0361-84-31,L,80547365,2012-10-26 18:00:39,3597
SA-0312-94-95,L,85995643,2011-11-21 18:52:43,3546
SA-0037-94-05,L,84585090,2012-04-03 05:24:25,1997
SA-0401-55-12,L,80818181,2012-05-29 10:22:43,2255
SA-0182-19-79,L,83120031,2012-09-27 07:41:39,1094
SA-0339-42-22,L,82519669,2012-01-19 04:23:21,435
SA-0202-82-34,L,83618569,2012-03-26 23:30:31,837
SA-0055-36-68,L,84862954,2011-02-16 14:15:16,1351
SA-0133-16-62,L,81638878,2011-06-11 02:52:00,1053
SA-0414-20-79,L,87595950,2011-05-26 04:04:53,2140
SA-0092-93-02,L,87846984,2011-07-23 22:25:26,2600
SA-0335-96-08,L,82066664,2012-09-11 05:17:36,994
SA-0202-82-34,L,80630751,2012-08-23 15:31:17,1590
SA-0012-71-76,L,83947733,2012-09-03 19:11:20,772
SA-0220-48-64,L,83847244,2012-08-29 09:54:54,2372
SA-0021-95-06,L,83078197,2012-12-30 09:19:39,2778
SA-0312-94-95,L,81009528,2012-05-24 09:23:19,701
SA-0210-42-47,L,88530422,2011-04-20 04:15:17,3226
SA-0186-07-48,L,86508066,2012-01-02 09:43:02,1040
SA-0009-04-02,L,81896470,2012-02-22 04:11:18,2339
SA-0220-61-46,L,84255892,2011-11-27 18:48:46,2852
SA-0339-42-22,L,87019287,2012-01-24 19:46:47,2523
SA-0252-71-33,L,81127336,2012-07-07 06:44:07,3372
SA-0290-06-89,L,87372401,2011-08-10 07:34:14,3438
SA-0343-60-69,L,86601128,2012-12-14 05:29:15,3352
SA-0182-19-79,L,80249316,2012-03-03 02:47:26,1709
SA-0005-14-91,L,87657108,2012-01-15 01:46:08,2805
SA-0312-94-95,L,80718491,2012-09-02 23:21:17,2364
SA-0055-36-68,L,85550287,2012-01-05 22:34:50,2533
SA-0185-59-07,L,87945982,2011-08-17 12:12:05,1440
SA-0222-28-58,L,84630968,2011-02-21 11:27:38,1613
SA-0202-82-34,L,89186251,2012-10-22 13:38:01,2497
SA-0080-84-93,L,83681416,2011-03-02 14:50:18,1572
SA-0005-14-91,L,83463463,2012-05-01 05:56:11,3462
SA-0151-98-79,L,89002445,2011-11-09 15:02:53,181
SA-0186-07-48,L,84541417,2012-01-24 12:59:31,641
SA-0414-86-48,L,83272187,2012-02-21 23:21:23,1919
SA-0144-10-84,L,84444595,2012-06-02 15:28:43,3327
SA-0114-12-73,L,89514099,2012-10-10 22:49:06,1837
SA-0187-35-19,L,81541459,2011-08-31 14:39:46,2964
SA-0303-06-26,L,81574711,2012-03-17 03:14:12,2500
SA-0112-53-34,L,83589636,2012-01-28 19:53:48,2626
SA-0063-02-33,L,83044696,2012-11-27 11:02:07,3071
SA-0220-61-46,L,86317303,2011-07-08 19:15:00,2449
SA-0138-33-52,L,86873824,2011-09-22 14:12:06,2174
SA-0314-69-44,L,85417013,2012-09-09 02:06:14,2379
SA-0033-12-88,L,84620654,2012-04-15 11:23:29,2451
SA-0249-45-54,L,81797913,2012-08-26 14:38:23,868
SA-0414-20-79,L,87082852,2012-07-09 05:38:14,969
SA-0222-28-58,L,87327411,2012-09-06 06:25:25,3045
SA-0261-41-34,L,81620611,2012-03-10 18:17:01,738
SA-0138-33-52,L,84219323,2011-11-03 17:53:20,658
SA-0187-35-19,L,83786386,2011-11-18 04:45:43,3253
SA-0133-16-62,L,84954941,2011-09-11 10:33:47,1387
SA-0279-91-74,L,85861093,2012-04-29 06:03:25,789
SA-0312-94-95,L,81656801,2011-11-22 17:29:05,1436
SA-0185-10-64,L,86605860,2012-05-21 05:15:03,1610
SA-0261-41-34,L,87864590,2011-12-13 09:51:31,3568
SA-0252-71-33,L,89609394,2012-02-15 18:36:52,1442
SA-0050-81-89,L,83322715,2011-03-08 20:05:00,85
SA-0107-05-98,L,85308728,2012-07-10 05:41:00,2228
SA-0147-43-82,L,83685508,2012-12-26 05:07:37,2543
SA-0202-82-34,L,88191056,2012-04-03 05:18:33,375
SA-0186-07-48,L,88493137,2011-04-22 06:56:31,2624
SA-0314-69-44,L,81583548,2012-11-10 17:42:48,2154
SA-0033-12-88,L,82732035,2011-05-07 17:37:17,3195
SA-0343-60-69,L,86533042,2012-12-12 23:57:38,1432
SA-0107-05-98,L,89408267,2012-02-13 08:30:21,2493
SA-0005-14-91,L,81852214,2012-05-09 23:30:34,653
SA-0378-80-96,L,80511212,2011-09-22 14:57:48,1959
SA-0033-12-88,L,83919449,2012-06-17 21:20:41,2680
SA-0339-42-22,L,80646104,2012-05-05 03:52:40,1426
SA-0145-41-01,L,86533634,2012-01-01 10:45:41,3543
SA-0147-43-82,L,82778071,2012-02-26 17:24:15,1296
SA-0151-98-79,L,88417576,2012-04-30 15:21:09,3030
SA-0343-60-69,L,84527640,2011-07-06 03:30:16,3265
SA-0080-84-93,L,83420405,2011-09-28 21:24:25,778
SA-0378-80-96,L,85571574,2011-05-24 10:16:03,567
SA-0185-10-64,L,81305252,2012-04-07 02:22:30,3367
SA-0151-98-79,L,87830044,2012-10-07 06:32:12,1724
SA-0401-55-12,L,83298199,2012-03-19 13:42:20,677
SA-0147-43-82,L,86580060,2012-09-11 13:30:05,2388
SA-0005-14-91,L,89936529,2011-11-16 19:41:24,3440
SA-0249-45-54,L,85075039,2012-05-15 17:20:46,1342
SA-0261-41-34,L,89878652,2012-12-20 03:01:52,132
SA-0414-86-48,L,84110458,2012-09-12 03:01:17,778
SA-0312-94-95,L,80801388,2012-06-12 18:15:11,394
SA-0227-78-67,L,89044647,2012-11-19 14:24:52,492
SA-0114-12-73,L,81377809,2011-05-17 19:11:18,2325
SA-0378-80-96,L,87692008,2012-09-04 21:30:19,1606
SA-0147-43-82,L,84794371,2011-02-27 05:11:24,3549
SA-0012-71-76,L,87310817,2012-12-28 02:00:14,3001
SA-0335-96-08,L,87519955,2011-03-05 17:26:23,1212
SA-0343-60-69,L,80533784,2012-12-09 12:34:24,1294
SA-0185-10-64,L,80598911,2012-01-16 19:38:53,251
SA-0151-98-79,L,84165485,2011-06-07 07:47:52,1454
SA-0055-36-68,L,89001163,2012-09-27 20:50:30,2959
SA-0133-16-62,L,80234132,2012-04-15 05:04:14,1697
SA-0155-74-77,L,81084293,2012-01-26 07:50:08,906
SA-0252-71-33,L,81343527,2011-05-22 13:55:24,2403
SA-0414-86-48,L,88568096,2011-05-06 13:43:45,1951
SA-0055-36-68,L,87493954,2012-01-21 17:12:51,410
SA-0055-36-68,L,83923890,2011-09-13 11:16:37,2533
SA-0210-42-47,L,83178507,2012-07-13 17:24:38,2098
SA-0147-43-82,L,83976350,2012-03-12 07:33:32,799
SA-0185-59-07,L,87256221,2012-12-04 15:30:58,2356
SA-0210-42-47,L,83701535,2011-11-11 09:57:58,2357
SA-0187-35-19,L,88002531,2012-01-03 14:59:20,2902
SA-0227-78-67,L,89872758,2011-06-13 15:09:58,1984
SA-0186-07-48,L,86182058,2011-08-01 09:49:59,240
SA-0037-94-05,L,80547707,2012-02-15 17:14:25,1527
SA-0187-35-19,L,85129007,2011-02-28 02:29:22,2251
SA-0155-74-77,L,83866413,2012-11-30 03:51:49,1136
SA-0220-61-46,L,81527507,2011-05-14 06:44:53,729
SA-0252-71-33,L,84877913,2011-04-09 18:36:04,1732
SA-0290-06-89,L,83086439,2011-11-29 17:43:57,1425
SA-0005-14-91,L,87121671,2011-12-23 18:22:02,374
SA-0182-19-79,L,86914066,2012-12-28 06:34:32,2857
SA-0133-16-62,L,82640008,2012-04-09 03:20:48,328
SA-0112-53-34,L,87901570,2011-07-23 23:23:21,2319
SA-0361-84-31,L,88897628,2012-01-06 11:40:06,3002
SA-0263-79-37,L,80522614,2012-05-29 08:13:45,1709
SA-0220-61-46,L,80845294,2011-03-14 16:07:32,1348
SA-0312-94-95,L,87059744,2011-09-30 11:49:13,2502
SA-0335-96-08,L,88829550,2011-05-04 09:19:52,2531
SA-0343-60-69,L,81287496,2011-06-26 05:29:04,763
SA-0055-36-68,L,83318701,2012-05-21 01:49:30,2017
SA-0186-07-48,L,80718000,2011-06-03 13:56:32,2046
SA-0378-80-96,L,81812890,2012-04-27 22:16:40,3404
SA-0063-02-33,L,87475931,2012-09-25 10:57:00,968
SA-0263-79-37,L,85388918,2012-05-26 07:38:41,2990
SA-0314-69-44,L,82582955,2012-10-18 17:29:58,387
SA-0050-81-89,L,83363436,2011-10-06 14:15:27,1073
SA-0147-43-82,L,81717264,2011-05-14 22:05:37,2377
SA-0182-19-79,L,85242954,2012-11-12 06:52:19,291
SA-0339-42-22,L,88465534,2012-02-17 10:21:16,1652
SA-0114-12-73,L,88961514,2011-12-23 00:58:38,1543
SA-0033-12-88,L,84271067,2011-02-15 18:45:31,439
SA-0305-50-15,L,83587627,2011-12-11 08:30:40,1270
SA-0227-78-67,L,81707501,2012-03-07 12:31:41,236
SA-0080-84-93,L,83836578,2011-05-10 08:01:08,217
SA-0290-06-89,L,88354525,2011-05-02 16:52:16,1959
SA-0182-19-79,L,88901046,2011-01-29 22:20:23,2443
SA-0037-94-05,L,89178706,2012-10-13 14:18:27,2860
SA-0343-60-69,L,85033126,2012-07-17 11:10:37,2118
SA-0080-84-93,L,89364666,2011-06-11 11:24:07,2643
SA-0145-41-01,L,82075051,2012-09-11 23:21:18,103
SA-0114-12-73,L,86427551,2011-01-17 03:01:00,2963
SA-0033-12-88,L,82519317,2011-10-04 22:17:48,197
SA-0144-10-84,L,88612615,2012-08-13 19:57:32,3425
SA-0312-94-95,L,85004551,2012-08-06 21:00:33,1473
SA-0092-93-02,L,86252752,2011-06-04 08:20:55,1015
SA-0378-80-96,L,82477108,2011-03-16 07:16:56,1184
SA-0021-95-06,L,87442591,2012-04-30 18:35:55,2698
SA-0080-84-93,L,80679255,2012-07-01 00:33:06,3123
SA-0092-93-02,L,82760188,2012-12-18 05:52:29,942
SA-0305-50-15,L,80038153,2012-08-03 22:55:42,3288
SA-0187-35-19,L,89492667,2011-08-29 18:58:32,1788
SA-0133-16-62,L,85002123,2012-05-26 19:07:40,924
SA-0378-80-96,L,88841306,2011-10-30 19:15:19,3265
SA-0279-91-74,L,82114433,2012-09-27 22:49:43,2964
SA-0263-79-37,L,80639969,2011-12-19 04:49:16,2402
SA-0114-12-73,L,88283078,2011-12-28 15:54:40,942
SA-0227-78-67,L,80634986,2011-05-13 14:32:32,2290
SA-0185-10-64,L,85275356,2011-10-02 18:10:34,1660
SA-0037-94-05,L,81891987,2011-07-09 13:03:33,473
SA-0263-79-37,L,85648773,2012-01-14 18:16:50,1446
SA-0005-14-91,L,87569046,2011-08-13 09:52:12,866
SA-0092-93-02,L,80387220,2012-11-29 18:53:35,736
SA-0220-48-64,L,85796732,2011-03-07 06:10:04,2668
SA-0290-06-89,L,85239667,2012-04-08 08:32:27,1700
SA-0361-84-31,L,81309775,2012-10-05 15:01:03,3531
SA-0055-36-68,L,84458960,2012-03-22 05:20:59,1925
SA-0401-55-12,L,84588894,2012-11-29 01:02:33,2815
SA-0343-60-69,L,83205692,2012-10-02 09:26:09,2804
SA-0009-04-02,L,83150998,2011-09-28 19:02:17,3548
SA-0145-41-01,L,85009142,2011-11-02 16:42:28,3360
SA-0185-10-64,L,81893056,2012-05-26 21:55:44,1934
SA-0361-84-31,L,84727709,2011-02-21 07:53:02,747
SA-0314-69-44,L,83874359,2012-10-12 07:52:39,1771
SA-0050-81-89,L,89302869,2011-10-15 14:27:40,3367
SA-0151-98-79,L,81808135,2011-04-21 09:48:06,3531
SA-0063-02-33,L,82685086,2012-04-02 12:26:24,1869
SA-0055-36-68,L,86856413,2012-12-06 04:14:26,1905
SA-0005-14-91,L,83234517,2012-12-31 05:06:06,163
SA-0107-05-98,L,89456636,2012-08-20 20:43:26,63
SA-0378-80-96,L,86178270,2012-03-26 03:42:40,190
SA-0133-16-62,L,80703851,2012-10-18 02:34:06,391
SA-0080-84-93,L,83540609,2011-10-16 22:20:07,326
SA-0187-35-19,L,89239813,2012-12-19 08:38:23,924
SA-0414-86-48,L,80056229,2011-06-02 20:48:40,124
SA-0063-02-33,L,81797553,2012-02-21 03:14:44,3358
SA-0185-10-64,L,88877696,2012-07-27 02:05:59,1944
SA-0279-91-74,L,85153996,2012-04-19 04:19:39,2609
SA-0114-12-73,L,87600443,2011-04-14 15:30:02,96
SA-0147-43-82,L,81448654,2011-07-24 15:44:55,2493
SA-0033-12-88,L,89199726,2011-09-21 02:46:59,392
SA-0186-07-48,L,87557539,2012-11-10 13:57:58,1738
SA-0378-80-96,L,87512353,2012-01-23 19:59:53,1494
SA-0202-82-34,L,80543534,2012-11-19 08:26:43,314
SA-0187-35-19,L,85497287,2011-06-30 11:01:50,2883
SA-0055-36-68,L,82112154,2012-01-14 15:49:08,2707
SA-0050-81-89,L,88452600,2012-06-23 01:49:00,2546
SA-0107-05-98,L,88615458,2011-07-13 00:58:35,3369
SA-0187-35-19,L,88970139,2011-04-20 13:58:51,3036
SA-0005-14-91,L,83794538,2012-09-13 03:16:59,1614
SA-0133-16-62,L,89933636,2011-07-23 06:10:32,1688
SA-0037-94-05,L,83742013,2012-12-12 14:08:10,2946
SA-0144-10-84,L,88692209,2012-07-02 13:25:54,3072
SA-0290-06-89,L,87882590,2011-01-21 20:48:41,2772
SA-0343-60-69,L,89378541,2012-12-02 02:44:45,3401
SA-0185-10-64,L,86675838,2012-06-14 10:18:06,3304
SA-0249-45-54,L,87211586,2011-11-19 21:09:39,3198
SA-0092-93-02,L,86804678,2012-02-04 11:31:54,505
SA-0378-80-96,L,81639390,2012-12-22 21:27:54,133
SA-0033-12-88,L,86293427,2012-05-14 04:50:49,1771
SA-0210-42-47,L,85413784,2011-08-29 19:10:36,859
SA-0222-28-58,L,87178109,2011-11-11 11:59:38,2772
SA-0155-74-77,L,89196701,2012-10-21 10:05:50,667
SA-0202-82-34,L,88273268,2012-08-26 22:06:54,2636
SA-0009-04-02,L,80868422,2011-01-24 12:00:08,1726
SA-0263-79-37,L,89002966,2012-06-26 10:29:01,2042
SA-0220-48-64,L,87807837,2011-09-25 15:10:14,2980
SA-0305-50-15,L,88759040,2012-09-24 04:18:57,1753
SA-0009-04-02,L,80423107,2011-09-23 01:33:07,2463
SA-0343-60-69,L,85835358,2011-07-02 06:54:09,202
SA-0033-12-88,L,89614738,2012-09-16 23:48:09,2776
SA-0186-07-48,L,87232041,2011-08-01 23:13:13,533
SA-0092-93-02,L,83998453,2011-09-10 23:45:10,700
SA-0263-79-37,L,80748888,2011-03-31 10:36:53,2914
SA-0107-05-98,L,80379622,2011-02-19 03:49:28,1179
SA-0050-81-89,L,87048981,2011-08-09 14:26:15,3170
SA-0021-95-06,L,81048212,2012-06-14 08:04:12,1038
SA-0305-50-15,L,87249622,2011-11-02 10:15:47,1844
SA-0343-60-69,L,89011826,2012-12-26 17:22:35,3366
SA-0182-19-79,L,88554414,2012-07-27 13:56:44,3068
SA-0249-45-54,L,84385899,2011-03-02 00:02:18,2252
SA-0147-43-82,L,84244993,2011-09-04 14:23:34,1141
SA-0005-14-91,L,83781370,2012-02-06 14:07:31,2919
SA-0107-05-98,L,89172262,2012-10-05 15:01:07,372
SA-0144-10-84,L,83644383,2011-05-07 06:04:06,2450
SA-0414-86-48,L,89099438,2012-05-08 14:18:59,1362
SA-0279-91-74,L,89136568,2011-05-27 03:46:17,944
SA-0227-78-67,L,87176112,2012-10-28 08:01:20,2864
SA-0210-42-47,L,87779162,2012-10-18 20:31:49,3510
SA-0185-59-07,L,80820836,2012-01-17 05:28:46,2682
SA-0033-12-88,L,81618787,2012-06-28 17:28:39,327
SA-0339-42-22,L,83622649,2012-01-23 10:21:35,89
SA-0290-06-89,L,88336909,2012-12-07 05:37:54,2047
SA-0021-95-06,L,82444033,2011-08-29 09:46:55,832
SA-0227-78-67,L,81238380,2012-02-25 23:58:34,2260
SA-0261-41-34,L,86820558,2012-09-17 20:28:52,2512
SA-0252-71-33,L,83878903,2012-05-16 06:43:17,2177
SA-0290-06-89,L,82894441,2011-04-24 00:46:36,863
SA-0185-59-07,L,88190479,2011-10-18 21:36:21,280
SA-0138-33-52,L,89278609,2011-08-09 05:18:05,1199
SA-0112-53-34,L,89854512,2012-09-06 03:09:37,2521
SA-0005-14-91,L,89325679,2012-02-23 15:54:29,497
SA-0112-53-34,L,83931645,2011-05-15 03:31:42,960
SA-0138-33-52,L,84881076,2012-10-13 10:58:26,717
SA-0133-16-62,L,86929426,2012-08-10 10:17:20,1687
SA-0314-69-44,L,85451802,2012-11-26 17:07:45,2457
SA-0050-81-89,L,83278987,2011-05-14 08:08:19,884
SA-0414-20-79,L,85409085,2012-05-18 17:14:34,197
SA-0279-91-74,L,86240123,2012-10-21 09:19:56,1121
SA-0092-93-02,L,80217636,2011-07-02 00:57:26,1730
SA-0414-20-79,L,85761107,2011-06-15 12:33:15,2658
SA-0220-61-46,L,86543073,2011-08-06 17:09:45,558
SA-0144-10-84,L,84613571,2011-06-24 01:46:01,898
SA-0151-98-79,L,89341237,2011-09-11 02:56:14,1114
SA-0147-43-82,L,80964204,2011-03-01 11:26:32,1500
SA-0335-96-08,L,87658091,2012-01-02 05:57:39,3192
SA-0414-20-79,L,87455110,2011-08-22 18:04:52,1016
SA-0202-82-34,L,89002380,2012-04-04 08:24:24,3581
SA-0401-55-12,L,87328130,2011-05-27 13:09:37,1300
SA-0202-82-34,L,88424750,2011-08-28 06:47:13,1188
SA-0414-20-79,L,88883168,2012-04-20 03:38:56,609
SA-0138-33-52,L,81677303,2012-05-31 20:58:30,611
SA-0279-91-74,L,89668242,2011-04-30 08:37:48,2659
SA-0185-10-64,L,84722854,2011-02-05 23:53:41,3199
SA-0155-74-77,L,82005909,2011-09-17 05:07:51,415
SA-0092-93-02,L,82113792,2012-10-21 23:58:10,1772
SA-0063-02-33,L,86424295,2012-06-08 20:13:11,625
SA-0021-95-06,L,85607373,2011-07-22 01:18:16,2688
SA-0133-16-62,L,88584280,2011-09-28 05:39:00,3107
SA-0202-82-34,L,81660522,2012-03-13 17:29:31,388
SA-0343-60-69,L,81624673,2012-12-26 14:10:53,533
SA-0185-59-07,L,83099309,2011-07-29 16:51:49,3187
SA-0009-04-02,L,89076781,2012-10-18 11:19:27,787
SA-0133-16-62,L,82707656,2012-12-09 01:59:39,1278
SA-0147-43-82,L,87754629,2011-11-18 20:52:18,1885
SA-0290-06-89,L,80865427,2012-07-17 10:13:11,1126
SA-0147-43-82,L,85168452,2011-01-29 14:48:10,2964
SA-0343-60-69,L,82177620,2012-01-24 13:19:55,2670
SA-0151-98-79,L,85937118,2012-09-08 17:00:00,2303
SA-0343-60-69,L,81445696,2011-05-24 11:08:45,443
SA-0012-71-76,L,86668801,2012-11-05 22:04:49,255
SA-0033-12-88,L,82577297,2011-06-05 12:56:12,177
SA-0080-84-93,L,85724941,2012-03-01 05:29:05,2574
SA-0112-53-34,L,84782001,2012-02-03 20:09:37,2265
SA-0305-50-15,L,87113378,2012-05-27 04:50:28,269
SA-0401-55-12,L,84369252,2012-10-06 09:58:37,2929
SA-0107-05-98,L,80876020,2012-04-25 20:46:37,943
SA-0186-07-48,L,87563069,2011-06-15 12:21:49,131
SA-0063-02-33,L,83727802,2012-12-04 00:18:43,3218
SA-0114-12-73,L,84607872,2012-12-28 01:19:20,900
SA-0210-42-47,L,89995146,2012-04-06 05:07:09,3017
SA-0290-06-89,L,89407360,2012-09-12 09:50:35,969
SA-0009-04-02,L,82889797,2011-12-31 11:54:49,3453
SA-0303-06-26,L,81507571,2012-04-03 09:52:58,2076
SA-0378-80-96,L,85922639,2011-06-11 03:31:00,577
SA-0005-14-91,L,85086830,2011-08-20 20:41:27,3487
SA-0401-55-12,L,84671484,2012-07-11 21:13:22,1609
SA-0012-71-76,L,86384053,2011-11-17 21:01:27,581
SA-0335-96-08,L,83478730,2011-05-25 14:20:36,2452
SA-0227-78-67,L,86281561,2012-01-01 16:06:55,110
SA-0414-20-79,L,82277089,2012-05-08 08:10:17,2023
SA-0249-45-54,L,86640330,2011-11-02 04:57:16,1216
SA-0185-10-64,L,89421201,2011-09-26 16:50:25,550
SA-0114-12-73,L,80956441,2011-01-12 21:46:34,2241
SA-0112-53-34,L,86350650,2012-03-01 09:08:45,1452
SA-0009-04-02,L,81354186,2012-01-24 02:13:16,399
SA-0414-86-48,L,86549082,2012-11-26 04:34:43,2776
SA-0151-98-79,L,81624545,2012-01-12 09:57:41,1127
SA-0151-98-79,L,83715735,2012-11-23 04:10:25,186
SA-0378-80-96,L,87159627,2011-12-31 02:47:13,484
SA-0414-20-79,L,83935029,2011-02-26 17:47:17,1824
SA-0037-94-05,L,89392659,2011-06-12 17:17:33,2001
SA-0107-05-98,L,83955037,2012-06-10 09:44:51,78
SA-0012-71-76,L,82744777,2012-09-15 13:03:17,3079
SA-0155-74-77,L,86225701,2011-05-05 11:23:27,3041
SA-0185-10-64,L,86661452,2011-11-18 02:50:36,3260
SA-0314-69-44,L,80326880,2012-10-21 06:19:12,360
SA-0092-93-02,L,85576449,2012-04-13 18:07:52,2272
SA-0312-94-95,L,81858960,2012-03-30 19:19:18,2861
SA-0050-81-89,L,89545137,2011-04-19 10:53:10,513
SA-0145-41-01,L,81491510,2011-03-04 21:19:03,1263
SA-0037-94-05,L,86740259,2012-04-25 07:41:13,1562
SA-0138-33-52,L,83435266,2012-08-08 11:44:11,1331
SA-0263-79-37,L,80451586,2012-11-24 23:54:07,3027
SA-0343-60-69,L,89326502,2011-01-18 20:44:53,3593
SA-0343-60-69,L,88954714,2012-09-10 00:10:15,2329
SA-0114-12-73,L,88911172,2011-10-20 04:30:09,2882
SA-0220-61-46,L,83989419,2011-03-02 21:31:43,3555
SA-0279-91-74,L,87009318,2011-12-07 09:55:22,2931
SA-0220-61-46,L,87591328,2011-04-02 17:06:15,1488
SA-0220-48-64,L,81077201,2012-07-11 18:56:30,1923
SA-0290-06-89,L,88225839,2012-08-26 09:22:02,1949
SA-0279-91-74,L,89784653,2012-10-19 12:10:45,753
SA-0202-82-34,L,89676457,2012-09-01 11:23:13,2572
SA-0112-53-34,L,87576783,2011-06-29 01:45:27,812
SA-0249-45-54,L,87176377,2011-06-29 01:05:31,1889
SA-0263-79-37,L,88721323,2011-09-09 08:07:58,2216
SA-0312-94-95,L,83490156,2011-12-12 20:21:31,1686
SA-0155-74-77,L,87007613,2012-07-13 20:34:59,129
SA-0252-71-33,L,83622206,2011-02-01 14:22:30,1847
SA-0312-94-95,L,85997173,2011-10-05 06:12:38,614
SA-0009-04-02,L,84243156,2012-07-25 19:05:14,2880
SA-0305-50-15,L,82906549,2011-11-07 00:45:17,100
SA-0009-04-02,L,85201620,2012-03-08 02:43:36,372
SA-0414-20-79,L,87158456,2011-08-31 15:48:44,498
SA-0378-80-96,L,86302616,2011-05-04 14:55:46,235
SA-0222-28-58,L,86800368,2011-12-27 00:57:29,3123
SA-0279-91-74,L,81849847,2011-03-18 06:23:14,769
SA-0033-12-88,L,83132522,2011-02-08 03:12:12,3172
SA-0220-48-64,L,83531615,2011-04-30 12:13:58,75
SA-0037-94-05,L,89592782,2012-04-23 23:42:53,2980
SA-0335-96-08,L,89785782,2012-10-07 16:56:17,233
SA-0050-81-89,L,84009588,2012-11-18 14:54:01,2615
SA-0151-98-79,L,82851861,2011-06-07 19:35:09,1554
SA-0151-98-79,L,84524367,2012-11-23 10:39:24,1422
SA-0378-80-96,L,86357359,2012-12-28 23:59:08,3289
SA-0033-12-88,L,86294940,2011-10-27 10:16:34,1501
SA-0335-96-08,L,84232363,2012-05-01 07:27:23,2343
SA-0220-61-46,L,80629782,2011-01-07 21:43:26,2878
SA-0151-98-79,L,81442054,2011-05-06 12:50:16,1125
SA-0261-41-34,L,81816963,2012-06-04 17:12:22,1215
SA-0009-04-02,L,80994370,2012-11-16 14:51:28,2234
SA-0335-96-08,L,86965032,2012-09-07 08:01:08,1124
SA-0279-91-74,L,86772072,2011-08-24 12:32:52,1173
SA-0401-55-12,L,84039253,2012-06-26 19:02:25,382
SA-0009-04-02,L,85747158,2012-08-04 18:23:57,3447
SA-0249-45-54,L,88740418,2011-09-28 14:32:48,341
SA-0401-55-12,L,87253411,2012-09-07 05:36:00,597
SA-0186-07-48,L,84845025,2012-07-08 00:47:29,2987
SA-0210-42-47,L,88480045,2012-05-05 03:50:11,2404
SA-0005-14-91,L,89149113,2012-07-09 20:46:21,2440
