AccNo,CaMVLMVLTMVIme,Type,PhoneNo,DuMVRatMVIon
SA-0185-59-07,13/8/2012 12:13,MVI,60-01052435122,151
SA-0210-42-47,12/8/2012 14:17,MVI,60-01115138070,981
SA-0009-04-02,29/1/2012 8:19,MVI,60-01430128125,768
SA-0185-10-64,16/7/2012 19:27,MVI,60-01543180245,196
SA-0261-41-34,22/1/2011 17:09,MVI,60-01742096642,528
SA-0263-79-37,9/10/2011 2:58,MVI,60-01513082200,223
SA-0339-42-22,21/5/2012 17:08,MVI,60-01028367550,69
SA-0220-48-64,6/3/2011 22:04,MVI,60-01407262845,344
SA-0037-94-05,7/3/2011 6:17,MVI,60-01495030507,812
SA-0182-19-79,20/2/2011 23:20,MVI,60-01791697002,94
SA-0012-71-76,17/6/2011 11:00,MVI,60-01048237916,735
SA-0144-10-84,19/10/2012 3:38,MVI,60-01371876593,81
SA-0249-45-54,19/9/2011 14:46,MVI,60-01606433747,783
SA-0361-84-31,21/9/2012 22:50,MVI,60-01262889474,855
SA-0220-61-46,5/8/2012 20:56,MVI,60-01615801018,83
SA-0222-28-58,16/8/2011 16:17,MVI,60-01423895587,862
SA-0033-12-88,2/12/2011 5:24,MVI,60-01652855254,703
SA-0145-41-01,21/11/2012 23:14,MVI,60-01693626122,995
SA-0033-12-88,19/2/2011 22:19,MVI,60-01265989083,662
SA-0202-82-34,5/1/2011 15:20,MVI,60-01798042399,518
SA-0210-42-47,3/2/2011 7:18,MVI,60-01995609015,520
SA-0222-28-58,25/10/2012 3:24,MVI,60-01126056216,371
SA-0263-79-37,19/11/2011 21:10,MVI,60-01605531058,978
SA-0186-07-48,30/7/2011 23:49,MVI,60-01899006596,253
SA-0138-33-52,22/3/2012 11:31,MVI,60-01173579114,374
SA-0378-80-96,27/12/2012 17:43,MVI,60-01024706047,343
SA-0361-84-31,14/10/2012 1:32,MVI,60-01824754958,751
SA-0186-07-48,2/2/2011 20:09,MVI,60-01483397784,125
SA-0138-33-52,20/11/2011 19:31,MVI,60-01977586243,852
SA-0202-82-34,3/5/2011 7:01,MVI,60-01709529269,951
SA-0414-20-79,16/7/2011 11:32,MVI,60-01812874208,239
SA-0055-36-68,3/8/2011 0:21,MVI,60-01866178520,534
SA-0263-79-37,9/12/2011 13:27,MVI,60-01504283995,291
SA-0343-60-69,29/7/2012 17:44,MVI,60-01116907543,810
SA-0050-81-89,7/6/2011 6:10,MVI,60-01883819990,111
SA-0080-84-93,18/9/2011 13:26,MVI,60-01946946946,440
SA-0033-12-88,5/1/2012 22:56,MVI,60-01982157005,336
SA-0009-04-02,29/6/2012 11:11,MVI,60-01450212659,577
SA-0012-71-76,19/3/2012 1:47,MVI,60-01089009238,146
SA-0202-82-34,12/2/2011 12:29,MVI,60-01617763855,836
SA-0263-79-37,11/3/2012 7:19,MVI,60-01158843956,854
SA-0279-91-74,29/1/2011 8:42,MVI,60-01341472636,175
SA-0279-91-74,23/2/2011 13:41,MVI,60-01899770202,485
SA-0037-94-05,20/2/2011 8:57,MVI,60-01521085931,128
SA-0343-60-69,18/3/2012 19:03,MVI,60-01008217967,543
SA-0012-71-76,13/6/2011 19:17,MVI,60-01207513646,739
SA-0378-80-96,25/4/2012 22:46,MVI,60-01448880805,823
SA-0339-42-22,2/6/2012 3:43,MVI,60-01919597298,501
SA-0012-71-76,27/5/2012 21:16,MVI,60-01641502295,763
SA-0021-95-06,29/12/2012 17:13,MVI,60-01867544466,206
SA-0021-95-06,5/12/2012 13:24,MVI,60-01861651160,77
SA-0401-55-12,2/3/2012 15:46,MVI,60-01877233040,596
SA-0055-36-68,2/3/2011 20:28,MVI,60-01489816150,515
SA-0050-81-89,26/8/2011 2:48,MVI,60-01408739683,381
SA-0187-35-19,5/2/2012 4:58,MVI,60-01662338422,1000
SA-0261-41-34,11/4/2012 12:15,MVI,60-01262701044,732
SA-0335-96-08,13/9/2012 0:39,MVI,60-01639725897,360
SA-0210-42-47,13/2/2012 6:37,MVI,60-01799088422,483
SA-0107-05-98,29/4/2011 8:45,MVI,60-01587142594,616
SA-0339-42-22,11/7/2012 17:42,MVI,60-01528267923,499
SA-0155-74-77,6/12/2012 13:54,MVI,60-01242589591,513
SA-0220-61-46,27/3/2011 19:34,MVI,60-01455078664,329
SA-0107-05-98,23/12/2011 1:38,MVI,60-01815239718,233
SA-0312-94-95,7/12/2012 9:58,MVI,60-01300414157,185
SA-0303-06-26,10/9/2012 2:23,MVI,60-01922006516,577
SA-0155-74-77,16/5/2011 7:38,MVI,60-01333389426,569
SA-0339-42-22,22/5/2012 8:52,MVI,60-01813216128,821
SA-0185-59-07,5/2/2011 22:21,MVI,60-01353953284,629
SA-0151-98-79,22/5/2011 1:43,MVI,60-01601316025,263
SA-0021-95-06,6/9/2012 22:25,MVI,60-01372789868,443
SA-0151-98-79,10/7/2011 8:13,MVI,60-01602510716,590
SA-0279-91-74,7/6/2011 5:29,MVI,60-01718478107,173
SA-0343-60-69,23/6/2012 9:15,MVI,60-01929106233,826
SA-0401-55-12,30/10/2011 23:19,MVI,60-01390782197,837
SA-0050-81-89,23/5/2011 2:57,MVI,60-01587676953,474
SA-0335-96-08,14/5/2011 12:32,MVI,60-01835254006,573
SA-0012-71-76,5/8/2011 22:57,MVI,60-01685669663,800
SA-0138-33-52,18/4/2011 19:44,MVI,60-01898955994,981
SA-0305-50-15,7/4/2012 17:22,MVI,60-01715661248,360
SA-0222-28-58,11/9/2012 7:52,MVI,60-01253461880,199
SA-0303-06-26,11/1/2012 8:33,MVI,60-01849527291,177
SA-0144-10-84,27/11/2012 9:05,MVI,60-01887402490,807
SA-0220-61-46,31/5/2011 9:56,MVI,60-01791394780,777
SA-0303-06-26,12/11/2012 9:48,MVI,60-01938484457,249
SA-0303-06-26,5/1/2011 0:42,MVI,60-01729681386,287
SA-0063-02-33,2/12/2011 14:17,MVI,60-01941992124,719
SA-0151-98-79,6/11/2011 4:41,MVI,60-01647252984,968
SA-0185-10-64,19/4/2011 19:00,MVI,60-01724846064,685
SA-0063-02-33,31/12/2011 8:53,MVI,60-01454824795,555
SA-0009-04-02,5/11/2011 8:28,MVI,60-01392942956,98
SA-0290-06-89,30/7/2011 4:01,MVI,60-01891221818,597
SA-0182-19-79,7/12/2011 14:45,MVI,60-01139182735,506
SA-0227-78-67,23/2/2011 14:55,MVI,60-01091194767,537
SA-0005-14-91,15/1/2012 14:50,MVI,60-01182328549,533
SA-0092-93-02,16/6/2012 7:00,MVI,60-01919783372,852
SA-0303-06-26,6/7/2011 12:29,MVI,60-01016108517,624
SA-0222-28-58,29/10/2011 12:17,MVI,60-01907687605,496
SA-0339-42-22,20/12/2012 20:45,MVI,60-01342540641,291
SA-0220-48-64,8/6/2012 3:47,MVI,60-01428663051,658
SA-0220-48-64,10/3/2012 22:04,MVI,60-01043457305,223
SA-0186-07-48,6/6/2012 13:36,MVI,60-01088675852,480
SA-0305-50-15,17/10/2011 3:10,MVI,60-01170196078,320
SA-0361-84-31,4/3/2012 22:33,MVI,60-01897157955,571
SA-0227-78-67,15/5/2011 13:08,MVI,60-01793091645,718
SA-0220-48-64,5/2/2011 13:08,MVI,60-01804392532,151
SA-0263-79-37,17/11/2011 0:49,MVI,60-01890478414,97
SA-0005-14-91,3/6/2012 15:21,MVI,60-01380072489,645
SA-0303-06-26,25/1/2011 6:13,MVI,60-01788368794,224
SA-0222-28-58,13/3/2012 7:56,MVI,60-01063100378,718
SA-0114-12-73,28/9/2011 9:06,MVI,60-01548423020,303
SA-0252-71-33,20/8/2012 8:41,MVI,60-01697717404,788
SA-0414-86-48,23/9/2012 23:59,MVI,60-01393835439,681
SA-0335-96-08,18/11/2011 3:28,MVI,60-01438460766,821
SA-0290-06-89,18/1/2011 23:51,MVI,60-01864936458,484
SA-0009-04-02,19/2/2012 12:54,MVI,60-01028751154,918
SA-0261-41-34,17/11/2011 0:58,MVI,60-01702268965,450
SA-0147-43-82,23/10/2012 0:26,MVI,60-01571193864,596
SA-0335-96-08,23/8/2012 22:24,MVI,60-01127286907,326
SA-0210-42-47,2/2/2011 3:32,MVI,60-01477364204,208
SA-0401-55-12,8/8/2011 20:54,MVI,60-01114024661,212
SA-0145-41-01,9/10/2011 22:52,MVI,60-01093755016,128
SA-0303-06-26,16/11/2012 13:02,MVI,60-01547728063,540
SA-0290-06-89,21/5/2012 9:00,MVI,60-01157564244,885
SA-0303-06-26,19/5/2011 2:35,MVI,60-01849424305,64
SA-0312-94-95,13/11/2012 5:12,MVI,60-01954354179,408
SA-0361-84-31,10/1/2012 2:49,MVI,60-01026281965,430
SA-0055-36-68,17/9/2012 12:55,MVI,60-01584853825,247
SA-0009-04-02,9/4/2011 13:26,MVI,60-01900229152,947
SA-0155-74-77,17/8/2012 22:11,MVI,60-01774704648,728
SA-0220-61-46,6/8/2012 21:37,MVI,60-01436546219,427
SA-0107-05-98,21/9/2012 14:18,MVI,60-01742272779,944
SA-0261-41-34,29/6/2011 21:40,MVI,60-01285901426,809
SA-0343-60-69,18/8/2011 17:56,MVI,60-01924579436,290
SA-0335-96-08,12/4/2011 8:12,MVI,60-01613613817,920
SA-0303-06-26,7/2/2011 4:06,MVI,60-01458842065,404
SA-0414-20-79,6/1/2011 23:07,MVI,60-01124693419,190
SA-0182-19-79,15/2/2011 23:21,MVI,60-01967803483,652
SA-0249-45-54,8/2/2011 18:58,MVI,60-01553845652,574
SA-0114-12-73,2/11/2012 8:40,MVI,60-01704764004,492
SA-0055-36-68,17/12/2011 7:51,MVI,60-01791607124,992
SA-0021-95-06,26/2/2011 9:37,MVI,60-01114216913,174
SA-0147-43-82,18/7/2012 19:48,MVI,60-01518396721,798
SA-0155-74-77,30/1/2012 0:48,MVI,60-01647288051,616
SA-0151-98-79,5/11/2012 6:49,MVI,60-01864773998,922
SA-0147-43-82,9/6/2012 9:04,MVI,60-01892127193,116
SA-0151-98-79,17/1/2012 9:05,MVI,60-01735341822,970
SA-0185-59-07,17/12/2011 3:40,MVI,60-01045139623,409
SA-0252-71-33,21/8/2012 9:31,MVI,60-01111722360,812
SA-0185-59-07,10/6/2011 6:13,MVI,60-01804433931,443
SA-0133-16-62,2/9/2012 15:55,MVI,60-01712852248,509
SA-0114-12-73,4/11/2012 14:56,MVI,60-01380232610,392
SA-0202-82-34,20/3/2012 2:59,MVI,60-01795348567,224
SA-0012-71-76,20/8/2011 12:28,MVI,60-01030479669,132
SA-0151-98-79,15/2/2012 11:31,MVI,60-01537508358,319
SA-0112-53-34,16/10/2011 13:06,MVI,60-01775827023,191
SA-0220-61-46,27/10/2011 5:25,MVI,60-01539832268,109
SA-0147-43-82,6/8/2012 18:18,MVI,60-01134443839,155
SA-0202-82-34,27/7/2011 2:24,MVI,60-01539407489,658
SA-0092-93-02,7/8/2011 20:21,MVI,60-01219028529,129
SA-0021-95-06,26/1/2011 6:11,MVI,60-01800248978,253
SA-0414-20-79,19/10/2011 17:56,MVI,60-01935836097,989
SA-0112-53-34,3/4/2011 17:13,MVI,60-01552063288,541
SA-0114-12-73,24/2/2012 2:51,MVI,60-01558476781,65
SA-0202-82-34,2/6/2012 20:41,MVI,60-01571324587,270
SA-0210-42-47,28/4/2012 23:27,MVI,60-01194315194,236
SA-0009-04-02,27/6/2011 23:59,MVI,60-01430893974,313
SA-0138-33-52,17/12/2012 23:21,MVI,60-01257330022,795
SA-0155-74-77,27/4/2012 19:00,MVI,60-01116726910,887
SA-0187-35-19,8/1/2012 18:14,MVI,60-01519259540,485
SA-0252-71-33,18/12/2011 22:15,MVI,60-01677336277,522
SA-0055-36-68,17/9/2012 15:57,MVI,60-01734436843,836
SA-0037-94-05,2/11/2011 1:16,MVI,60-01319820679,290
SA-0147-43-82,15/2/2012 10:17,MVI,60-01542492684,296
SA-0187-35-19,20/3/2011 13:11,MVI,60-01902111467,853
SA-0252-71-33,10/7/2012 9:08,MVI,60-01021031603,288
SA-0063-02-33,26/11/2011 11:43,MVI,60-01289286153,462
SA-0361-84-31,19/7/2011 12:42,MVI,60-01532747575,321
SA-0263-79-37,17/5/2012 3:45,MVI,60-01999712641,376
SA-0210-42-47,13/11/2011 6:56,MVI,60-01875161429,662
SA-0263-79-37,14/6/2012 3:22,MVI,60-01337012642,730
SA-0290-06-89,4/12/2011 16:09,MVI,60-01140808008,122
SA-0222-28-58,22/9/2012 20:45,MVI,60-01151538369,634
SA-0414-86-48,5/9/2012 19:01,MVI,60-01662586275,163
SA-0055-36-68,9/4/2012 6:21,MVI,60-01549179697,963
SA-0112-53-34,28/6/2011 19:54,MVI,60-01064713541,482
SA-0378-80-96,18/12/2011 15:32,MVI,60-01067220693,707
SA-0107-05-98,20/7/2011 18:13,MVI,60-01980748508,673
SA-0107-05-98,22/7/2011 7:06,MVI,60-01362075830,144
SA-0185-10-64,10/6/2011 13:51,MVI,60-01952336561,912
SA-0092-93-02,1/4/2012 7:10,MVI,60-01943222425,233
SA-0227-78-67,27/1/2011 8:00,MVI,60-01115038992,837
SA-0107-05-98,24/4/2011 15:27,MVI,60-01041231205,922
SA-0185-10-64,22/2/2011 20:58,MVI,60-01201745479,383
SA-0186-07-48,3/4/2011 13:39,MVI,60-01815611783,445
SA-0249-45-54,12/9/2012 19:46,MVI,60-01178808068,85
SA-0145-41-01,7/11/2012 22:03,MVI,60-01302481284,793
SA-0012-71-76,31/5/2012 21:01,MVI,60-01290165680,897
SA-0414-20-79,25/4/2011 23:49,MVI,60-01260320639,196
SA-0080-84-93,3/9/2011 8:19,MVI,60-01806744629,289
SA-0187-35-19,16/3/2012 21:22,MVI,60-01231718273,545
SA-0114-12-73,10/3/2012 8:23,MVI,60-01330814689,959
SA-0261-41-34,11/6/2012 2:15,MVI,60-01111626293,890
SA-0050-81-89,29/7/2011 3:25,MVI,60-01682509100,614
SA-0335-96-08,11/3/2011 9:28,MVI,60-01244320913,169
SA-0249-45-54,1/4/2011 21:29,MVI,60-01111881289,584
SA-0210-42-47,5/4/2011 22:15,MVI,60-01650713661,675
SA-0050-81-89,21/12/2011 16:49,MVI,60-01426154086,205
SA-0210-42-47,20/8/2011 17:46,MVI,60-01318403059,576
SA-0182-19-79,5/9/2011 15:29,MVI,60-01770167582,994
SA-0021-95-06,18/9/2011 10:44,MVI,60-01189672695,433
SA-0249-45-54,5/5/2012 5:18,MVI,60-01622691990,460
SA-0312-94-95,9/9/2011 11:28,MVI,60-01937869341,233
SA-0220-61-46,13/11/2011 0:07,MVI,60-01718497187,970
SA-0145-41-01,29/7/2012 0:40,MVI,60-01621311685,299
SA-0155-74-77,4/4/2012 22:35,MVI,60-01219247300,834
SA-0187-35-19,28/9/2012 15:31,MVI,60-01147457477,401
SA-0414-86-48,1/12/2011 3:54,MVI,60-01797120220,538
SA-0114-12-73,21/11/2011 20:07,MVI,60-01436754226,706
SA-0202-82-34,23/12/2011 13:01,MVI,60-01847398026,691
SA-0033-12-88,31/1/2012 9:42,MVI,60-01590731433,358
SA-0261-41-34,27/2/2012 6:47,MVI,60-01844126298,290
SA-0263-79-37,9/4/2011 22:26,MVI,60-01861990155,724
SA-0092-93-02,1/10/2012 14:19,MVI,60-01700323141,555
SA-0343-60-69,27/6/2012 16:20,MVI,60-01198075466,381
SA-0147-43-82,26/10/2012 4:21,MVI,60-01861350335,952
SA-0263-79-37,28/2/2011 17:40,MVI,60-01703579396,193
SA-0080-84-93,21/8/2012 13:04,MVI,60-01393764361,344
SA-0187-35-19,12/2/2012 9:37,MVI,60-01086423479,913
SA-0252-71-33,25/3/2012 5:07,MVI,60-01342253840,407
SA-0092-93-02,25/12/2012 8:01,MVI,60-01923742879,930
SA-0202-82-34,28/11/2012 7:07,MVI,60-01478776386,476
SA-0080-84-93,25/4/2011 17:51,MVI,60-01528936113,461
SA-0401-55-12,20/6/2011 3:57,MVI,60-01343675072,344
SA-0114-12-73,13/1/2011 19:47,MVI,60-01891389602,924
SA-0112-53-34,22/5/2011 21:50,MVI,60-01605656666,760
SA-0414-86-48,2/8/2012 22:49,MVI,60-01600869115,743
SA-0080-84-93,16/1/2011 5:25,MVI,60-01251305365,879
SA-0312-94-95,21/12/2012 3:10,MVI,60-01812091516,556
SA-0361-84-31,4/1/2012 21:27,MVI,60-01683058797,918
SA-0187-35-19,30/7/2011 16:10,MVI,60-01761101689,770
SA-0009-04-02,10/4/2012 1:11,MVI,60-01270021671,353
SA-0378-80-96,23/5/2011 14:06,MVI,60-01263248440,520
SA-0279-91-74,23/7/2012 17:03,MVI,60-01995883413,175
SA-0009-04-02,4/1/2012 21:38,MVI,60-01826078213,789
SA-0339-42-22,17/12/2011 22:39,MVI,60-01670276088,581
SA-0138-33-52,4/9/2012 18:10,MVI,60-01388101217,771
SA-0182-19-79,20/1/2012 4:39,MVI,60-01935664170,802
SA-0210-42-47,14/2/2011 18:23,MVI,60-01656149111,385
SA-0107-05-98,5/10/2011 17:44,MVI,60-01225037892,110
SA-0414-20-79,6/11/2012 10:41,MVI,60-01121562345,796
SA-0092-93-02,14/4/2012 7:26,MVI,60-01377876295,260
SA-0222-28-58,25/10/2011 2:35,MVI,60-01496245002,625
SA-0155-74-77,27/11/2011 9:41,MVI,60-01286342532,130
SA-0314-69-44,16/12/2011 6:46,MVI,60-01900643478,538
SA-0009-04-02,22/1/2012 9:58,MVI,60-01130989162,825
SA-0261-41-34,27/5/2012 11:09,MVI,60-01212984983,302
SA-0055-36-68,4/5/2012 22:23,MVI,60-01739938212,280
SA-0220-48-64,10/7/2012 21:28,MVI,60-01110646083,71
SA-0012-71-76,26/4/2011 5:56,MVI,60-01576268748,574
SA-0112-53-34,21/7/2011 21:08,MVI,60-01121318740,875
SA-0182-19-79,16/1/2012 13:49,MVI,60-01009615922,609
SA-0314-69-44,13/5/2011 9:44,MVI,60-01878694809,732
SA-0414-20-79,2/6/2012 15:09,MVI,60-01399950137,196
SA-0220-61-46,10/10/2011 1:30,MVI,60-01034589704,871
SA-0080-84-93,5/9/2012 8:06,MVI,60-01041748626,376
SA-0138-33-52,5/4/2012 10:24,MVI,60-01098269834,925
SA-0210-42-47,17/1/2012 19:27,MVI,60-01616899414,643
SA-0187-35-19,30/10/2012 16:59,MVI,60-01018077599,557
SA-0050-81-89,2/3/2012 0:18,MVI,60-01602995965,767
SA-0401-55-12,14/11/2012 7:31,MVI,60-01192424037,301
SA-0050-81-89,4/5/2012 14:02,MVI,60-01233557296,595
SA-0305-50-15,28/6/2011 14:46,MVI,60-01572232873,461
SA-0261-41-34,7/11/2011 2:30,MVI,60-01219719120,724
SA-0263-79-37,5/7/2012 14:50,MVI,60-01577158197,639
SA-0261-41-34,25/9/2012 23:06,MVI,60-01473906646,286
SA-0107-05-98,17/5/2012 3:05,MVI,60-01927635827,115
SA-0279-91-74,29/5/2012 10:54,MVI,60-01018547812,835
SA-0305-50-15,8/3/2012 4:28,MVI,60-01011325971,559
SA-0378-80-96,28/6/2011 5:07,MVI,60-01068595063,788
SA-0092-93-02,28/3/2011 17:22,MVI,60-01224888078,417
SA-0378-80-96,17/12/2011 6:19,MVI,60-01561671866,82
SA-0202-82-34,25/6/2011 12:48,MVI,60-01700858856,763
SA-0339-42-22,6/4/2011 6:02,MVI,60-01610042570,165
SA-0186-07-48,23/5/2011 18:29,MVI,60-01294038825,995
SA-0012-71-76,5/12/2012 12:07,MVI,60-01248526285,482
SA-0055-36-68,5/10/2011 9:58,MVI,60-01560520134,579
SA-0305-50-15,15/5/2011 14:07,MVI,60-01699378529,538
SA-0261-41-34,30/6/2011 22:48,MVI,60-01192139859,557
SA-0107-05-98,4/12/2011 15:47,MVI,60-01472763281,488
SA-0112-53-34,17/12/2012 6:18,MVI,60-01718642809,418
SA-0009-04-02,24/11/2011 15:48,MVI,60-01494022331,906
SA-0012-71-76,22/11/2011 5:24,MVI,60-01236995419,527
SA-0063-02-33,29/10/2011 7:48,MVI,60-01793784140,628
SA-0314-69-44,14/2/2011 19:38,MVI,60-01284931219,765
SA-0314-69-44,20/10/2011 7:14,MVI,60-01937006277,688
SA-0050-81-89,4/9/2011 6:57,MVI,60-01492293492,961
SA-0290-06-89,12/6/2012 3:33,MVI,60-01877676978,890
SA-0080-84-93,3/2/2012 10:36,MVI,60-01088275811,995
SA-0220-48-64,6/5/2011 0:50,MVI,60-01386740119,832
SA-0210-42-47,1/6/2011 2:34,MVI,60-01332774123,879
SA-0261-41-34,26/3/2011 6:54,MVI,60-01698422032,681
SA-0335-96-08,14/8/2011 7:30,MVI,60-01548298323,541
SA-0186-07-48,5/7/2011 4:31,MVI,60-01054237572,717
SA-0335-96-08,24/3/2011 16:40,MVI,60-01540590579,106
SA-0145-41-01,9/8/2012 10:33,MVI,60-01243397602,839
SA-0114-12-73,18/2/2012 19:29,MVI,60-01229620659,620
SA-0279-91-74,13/10/2011 5:42,MVI,60-01784242782,478
SA-0185-59-07,23/12/2012 18:24,MVI,60-01567699893,578
SA-0063-02-33,24/12/2012 13:33,MVI,60-01773365933,161
SA-0249-45-54,16/5/2012 10:25,MVI,60-01916726773,71
SA-0151-98-79,20/7/2011 4:04,MVI,60-01736271556,695
SA-0107-05-98,16/4/2012 3:26,MVI,60-01295378754,447
SA-0155-74-77,3/5/2011 12:40,MVI,60-01992350174,992
SA-0220-61-46,5/5/2011 19:03,MVI,60-01984586488,741
SA-0312-94-95,20/7/2012 9:53,MVI,60-01392146103,882
SA-0063-02-33,29/10/2012 15:42,MVI,60-01617216289,118
SA-0155-74-77,30/9/2011 21:55,MVI,60-01842135389,246
SA-0107-05-98,6/11/2011 18:47,MVI,60-01192183390,779
SA-0107-05-98,16/10/2012 0:32,MVI,60-01087525689,257
SA-0133-16-62,10/4/2011 0:24,MVI,60-01467862087,435
SA-0290-06-89,16/7/2011 4:53,MVI,60-01593904274,885
SA-0009-04-02,31/10/2012 23:27,MVI,60-01106092809,447
SA-0112-53-34,21/11/2011 5:29,MVI,60-01044870225,943
SA-0112-53-34,5/12/2011 14:01,MVI,60-01245337306,658
SA-0050-81-89,22/8/2012 22:46,MVI,60-01787953764,849
SA-0227-78-67,2/2/2011 5:12,MVI,60-01599866802,788
SA-0414-86-48,29/4/2011 15:36,MVI,60-01641765959,782
SA-0155-74-77,18/12/2011 0:57,MVI,60-01745311202,376
SA-0080-84-93,16/9/2011 6:58,MVI,60-01717839280,672
SA-0401-55-12,5/8/2012 2:39,MVI,60-01171915694,413
SA-0252-71-33,7/10/2012 1:33,MVI,60-01281841013,684
SA-0037-94-05,7/12/2012 20:04,MVI,60-01237657583,625
SA-0055-36-68,1/8/2011 6:48,MVI,60-01273527337,72
SA-0220-48-64,2/1/2011 3:09,MVI,60-01677370327,679
SA-0155-74-77,14/7/2011 0:20,MVI,60-01478496335,666
SA-0314-69-44,11/3/2011 5:37,MVI,60-01599706950,337
SA-0144-10-84,8/6/2012 14:40,MVI,60-01938104953,259
SA-0151-98-79,31/12/2011 16:30,MVI,60-01236773890,597
SA-0303-06-26,30/10/2012 14:37,MVI,60-01342837643,639
SA-0252-71-33,24/10/2011 2:25,MVI,60-01811609087,262
SA-0263-79-37,6/12/2012 9:21,MVI,60-01870727145,172
SA-0107-05-98,25/5/2011 10:18,MVI,60-01664534048,886
SA-0185-10-64,22/8/2012 20:56,MVI,60-01696569436,698
SA-0314-69-44,17/6/2012 0:10,MVI,60-01291688073,254
SA-0210-42-47,14/9/2012 18:27,MVI,60-01953588021,813
SA-0185-59-07,30/4/2011 2:07,MVI,60-01822957593,914
SA-0151-98-79,5/3/2012 9:56,MVI,60-01701901983,563
SA-0339-42-22,24/12/2012 2:06,MVI,60-01287321222,496
SA-0202-82-34,20/9/2011 2:20,MVI,60-01965548314,710
SA-0401-55-12,16/6/2012 4:53,MVI,60-01648742380,735
SA-0305-50-15,11/2/2011 7:05,MVI,60-01996167151,857
SA-0187-35-19,12/9/2011 4:06,MVI,60-01997898885,777
SA-0305-50-15,11/12/2012 21:28,MVI,60-01430420372,734
SA-0185-10-64,3/9/2011 0:09,MVI,60-01680228131,924
SA-0339-42-22,3/6/2011 22:21,MVI,60-01569325978,541
SA-0063-02-33,29/9/2012 3:50,MVI,60-01532078810,298
SA-0063-02-33,27/11/2011 5:02,MVI,60-01778362405,139
SA-0290-06-89,26/3/2012 12:22,MVI,60-01086570955,486
SA-0037-94-05,31/10/2011 0:41,MVI,60-01756913221,355
SA-0145-41-01,10/10/2012 22:25,MVI,60-01393829345,286
SA-0145-41-01,3/8/2012 18:35,MVI,60-01216930634,852
SA-0290-06-89,5/1/2012 7:20,MVI,60-01403486947,123
SA-0187-35-19,13/4/2012 16:35,MVI,60-01985235774,986
SA-0185-10-64,25/10/2012 15:06,MVI,60-01705159189,676
SA-0112-53-34,1/6/2011 21:38,MVI,60-01600023895,290
SA-0055-36-68,23/7/2011 1:34,MVI,60-01801835347,145
SA-0220-61-46,20/8/2011 2:07,MVI,60-01674619151,113
SA-0263-79-37,7/9/2012 23:05,MVI,60-01168678944,745
SA-0343-60-69,17/11/2011 2:35,MVI,60-01112684188,253
SA-0343-60-69,14/12/2011 5:08,MVI,60-01691859508,369
SA-0210-42-47,25/2/2012 3:57,MVI,60-01236406053,989
SA-0050-81-89,5/10/2011 20:49,MVI,60-01200987467,612
SA-0202-82-34,6/10/2011 8:07,MVI,60-01751844563,407
SA-0305-50-15,14/12/2012 9:06,MVI,60-01187676975,745
SA-0187-35-19,25/3/2011 6:51,MVI,60-01922792050,281
SA-0263-79-37,29/11/2011 14:55,MVI,60-01781572416,347
SA-0279-91-74,22/5/2011 22:42,MVI,60-01776738630,707
SA-0222-28-58,25/6/2012 17:33,MVI,60-01102755182,436
SA-0305-50-15,7/1/2012 1:16,MVR,67753927,93
SA-0021-95-06,11/10/2012 22:25,MVR,60515236,293
SA-0314-69-44,30/5/2011 16:52,MVR,64041678,837
SA-0290-06-89,7/4/2012 13:55,MVR,64148487,653
SA-0249-45-54,17/3/2011 11:36,MVR,66302881,200
SA-0343-60-69,7/3/2012 23:04,MVR,62042740,149
SA-0147-43-82,27/10/2012 12:19,MVR,65531706,659
SA-0055-36-68,2/3/2012 16:23,MVR,63057398,960
SA-0009-04-02,27/9/2011 18:27,MVR,67962128,398
SA-0227-78-67,3/6/2012 0:35,MVR,61607371,721
SA-0187-35-19,29/4/2011 13:11,MVR,61998674,455
SA-0312-94-95,7/12/2011 13:53,MVR,64081162,241
SA-0335-96-08,18/8/2011 15:22,MVR,61469026,707
SA-0220-61-46,14/12/2012 13:01,MVR,63167749,406
SA-0033-12-88,28/3/2012 15:14,MVR,62968301,278
SA-0343-60-69,18/10/2012 12:08,MVR,69840668,88
SA-0187-35-19,1/11/2011 19:15,MVR,63358555,247
SA-0055-36-68,28/3/2012 16:41,MVR,65260852,436
SA-0303-06-26,27/10/2012 16:31,MVR,64849939,895
SA-0009-04-02,16/9/2011 0:33,MVR,66359716,665
SA-0305-50-15,2/3/2012 12:58,MVR,61061588,482
SA-0401-55-12,14/6/2012 6:02,MVR,66472240,704
SA-0210-42-47,24/3/2012 1:23,MVR,65562012,78
SA-0290-06-89,21/10/2011 5:07,MVR,66199012,355
SA-0185-10-64,12/10/2012 7:34,MVR,60303127,927
SA-0220-61-46,16/6/2011 14:16,MVR,62375235,111
SA-0186-07-48,17/8/2012 18:26,MVR,68598972,744
SA-0252-71-33,7/5/2011 7:18,MVR,60163766,282
SA-0186-07-48,1/2/2011 18:39,MVR,61453081,819
SA-0145-41-01,19/4/2011 12:15,MVR,65130065,806
SA-0414-86-48,10/3/2011 19:20,MVR,68106808,454
SA-0092-93-02,18/2/2012 2:28,MVR,63702095,900
SA-0222-28-58,10/7/2011 11:33,MVR,68191701,98
SA-0145-41-01,30/11/2011 18:29,MVR,68343379,215
SA-0185-10-64,1/3/2011 22:39,MVR,65730447,420
